CodigoCIE,CodigoINEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,NivelEnsino,Ano2011,Ano2012,Ano2013,Ano2014,Ano2015,Ano2016,Ano2017
902044,35902044,10703,ITAPEVI,IGNES AMELIA OLIVEIRA MACHADO PROFESSORA                    ,ITAPEVI,AF,1.59,2.12,1.97,1.93,2.41,1.98,2.47
43850,35043850,10701,CARAPICUIBA,CARLOS DIAS DE SANT ANNA PROFESSOR                          ,COTIA,AF,3.41,3.16,3.42,2.92,3.59,3.45,4.2
2914,35002914,10210,LESTE 2,DOM PEDRO I                                                 ,SAO PAULO,EM,1.57,1.8,1.52,1.85,2.38,2.23,2.43
48082,35048082,20207,JACAREI,JOSE VEIGA PROF                                             ,GUARAREMA,AF,2.24,2.73,2.9,2.38,2.58,2.21,2.75
79873,35079873,10501,MOGI DAS CRUZES,VANIA APARECIDA CASSARA PROFESSORA                          ,MOGI DAS CRUZES,AF,1.77,1.88,1.99,1.63,2.38,2.02,2.26
5204,35005204,10317,SUL 1,KENNEDY PRESIDENTE                                          ,SAO PAULO,EM,1.82,2.06,1.92,2.19,3.19,2.85,2.68
70282,35070282,20308,SOROCABA,HELIO DEL CISTIA                                            ,SOROCABA,AF,2.59,2.42,2.73,2.77,,2.87,2.91
906530,35906530,10317,SUL 1,ETELVINA DE GOES MARCUCCI PROFESSORA                        ,SAO PAULO,AF,1.65,2.03,1.97,2.03,,1.7,1.93
904715,35904715,10602,MAUA,JOSE DANIEL DA SILVEIRA                                     ,MAUA,AF,,2.36,2.28,2.23,2.02,2.38,2.63
45019,35045019,10503,ITAQUAQUECETUBA,KAKUNOSUKE HASEGAWA                                         ,ITAQUAQUECETUBA,AF,1.94,1.67,2.23,2.84,2.68,3.26,2.92
40162,35040162,20904,PRESIDENTE PRUDENTE,MARIA EVANILDA GOMES PROFESSORA                             ,PIRAPOZINHO,AF,3.67,2.04,1.79,2.75,3.79,3.61,3.61
46085,35046085,20501,ARARAQUARA,ERGILIA MICELLI PROFA                                       ,ARARAQUARA,AF,1.9,2.47,3.1,2.4,3.87,3.06,2.11
35506,35035506,10502,SUZANO,MARIO MANOEL DANTAS DE AQUINO PROFESSOR                     ,FERRAZ DE VASCONCELOS,AF,2.14,2.05,1.82,2.59,2.82,2.83,2.55
36353,35036353,10503,ITAQUAQUECETUBA,VALTER DA SILVA COSTA VEREADOR                              ,ITAQUAQUECETUBA,AF,2.1,1.5,1.94,1.97,,,
47200,35047200,20404,CAMPINAS OESTE,ELVIRA DE PARDO MEO MURARO                                  ,CAMPINAS,AF,2.83,2.68,2.78,2.7,3.24,2.93,3.04
31069,35031069,20901,ADAMANTINA,JOEL AGUIAR PROF                                            ,PACAEMBU,AF,2.66,2.53,2.55,2.8,3.14,2.86,3.01
498087,35498087,20802,ARACATUBA,DAVID GOLIAS PROF                                           ,VALPARAISO,AF,,,,,2.79,2.71,3.21
906293,35906293,10502,SUZANO,BENEDITA DE CAMPOS MARCOLONGO PROFESSORA                    ,SUZANO,AF,3.17,3.13,3.37,3.58,3.74,3.31,3.64
34502,35034502,21006,TUPA,ALTINO ARANTES PROFESSOR                                    ,QUINTANA,AF,2.82,2.26,2.58,3.09,3.24,3.72,3.38
362759,35362759,20306,ITU,VILA LUCINDA                                                ,ITU,AF,2.48,1.95,2.45,2.29,2.89,2.95,3.29
906839,35906839,21004,OURINHOS,TOMAZ ORTEGA GARCIA PROFESSOR                               ,SANTA CRUZ DO RIO PARDO,AF,2.15,2.32,1.67,3.22,3.13,3.11,3.21
925731,35925731,20415,SUMARE,SONIA MARIA MASCHIO BAPTISTA PROFESSORA                     ,SUMARE,AF,4.16,3.24,3.15,3.8,3.95,4.34,3.99
70270,35070270,20411,PIRASSUNUNGA,JARDIM ARIANA                                               ,LEME,AF,2.23,2.39,2.59,2.44,2.62,2.51,3.59
922912,35922912,10211,LESTE 3,COHAB INACIO MONTEIRO III                                   ,SAO PAULO,AF,,2.06,1.75,1.53,2.14,2.43,2.58
907194,35907194,10318,SUL 3,AFRANIO DE OLIVEIRA                                         ,SAO PAULO,AF,2.47,2.39,2.44,2.41,2.7,2.44,2.59
39559,35039559,20208,CARAGUATATUBA,MARIO TROMBINI COMENDADOR                                   ,CARAGUATATUBA,AF,2.56,2.43,2.16,3.39,3.42,2.89,2.72
38386,35038386,20207,JACAREI,HYEROCLIO ELOY PESSOA BARROS                                ,SANTA ISABEL,AF,2.4,1.87,2.77,3.19,3.5,3.24,3.09
474629,35474629,21003,MARILIA,JARDIM ALCIR RAINERI                                        ,MARILIA,AF,,2.75,3.09,2.72,3.66,3.39,2.91
48689,35048689,10207,LESTE 1,RUTH CABRAL TRONCARELLI PROFESSORA                          ,SAO PAULO,AF,2.04,1.86,2.16,2.38,2.47,2.33,3.04
34289,35034289,20311,PIRAJU,CALVINO BARBOSA FERRAZ                                      ,OLEO,AF,3.27,3.13,2.68,2.22,3.48,3.3,4.36
39664,35039664,20206,TAUBATE,JOSE MARCONDES DE MATTOS DOUTOR                             ,TAUBATE,AF,2.16,1.97,2.45,1.37,3.41,,
47454,35047454,20504,FRANCA,HELIO PALERMO PROF                                          ,FRANCA,AF,3.27,3.52,2.83,2.75,3.45,3.38,3.98
902512,35902512,10314,SUL 2,MIGUEL MUNHOZ FILHO                                         ,SAO PAULO,AF,2.31,2.8,2.2,2.45,1.76,2.54,2.83
38143,35038143,10316,CENTRO SUL,CAETANO DE CAMPOS                                           ,SAO PAULO,AF,2.83,1.97,1.97,1.95,,1.81,2.6
906463,35906463,10706,TABOAO DA SERRA,EDGARD FRANCISCO                                            ,TABOAO DA SERRA,AF,2.76,2.62,2.64,2.62,2.9,2.48,3.27
35695,35035695,10603,SANTO ANDRE,PAULO EMILIO SALLES GOMES                                   ,SANTO ANDRE,AF,,,,2.85,2.92,2.5,2.23
36687,35036687,10403,GUARULHOS NORTE,HILDA PRATES GALLO PROFESSORA                               ,GUARULHOS,AF,1.77,1.88,1.65,1.63,1.99,2.09,1.63
906633,35906633,10601,DIADEMA,JARDIM ARCO IRIS                                            ,DIADEMA,AF,2.68,2.89,2.85,3.05,3,2.91,3.88
49797,35049797,20311,PIRAJU,MONICA BERNABE GARROTE                                      ,PIRAJU,AF,2.9,3.72,3.53,2.67,3.03,2.97,2.75
65997,35065997,20504,FRANCA,HELENA CURY DE TACCA PROFA                                  ,FRANCA,AF,3.41,3.52,3.93,3.48,4.06,4.28,4.01
909919,35909919,20208,CARAGUATATUBA,ANGELO BARROS DE ARAUJO PROFESSOR                           ,CARAGUATATUBA,AF,,,2.37,2.93,3.34,2.67,3.53
923357,35923357,10403,GUARULHOS NORTE,LYDIA KITZ MOREIRA                                          ,GUARULHOS,AF,1.76,1.6,1.56,1.82,2.15,2.39,3.13
580065,35580065,20602,JAU,PROFESSORA NELLY COLLEONE RAVAGNOLLI,BOCAINA,AF,,,,,,1.96,3.48
37461,35037461,10317,SUL 1,MESSIAS FREIRE PROFESSOR                                    ,SAO PAULO,AF,1.49,1.19,1.54,1.55,1.61,1.71,2.76
906207,35906207,10211,LESTE 3,YERVANT KISSAJIKIAN                                         ,SAO PAULO,AF,2.38,2.46,1.93,2.16,2.52,2.77,1.55
36961,35036961,10211,LESTE 3,MOZART TAVARES DE LIMA PROFESSOR                            ,SAO PAULO,AF,2.48,2.27,1.62,1.67,,2.05,2.64
433482,35433482,10211,LESTE 3,JARDIM PEDRA BRANCA                                         ,SAO PAULO,AF,1.71,1.62,2.33,1.5,2.73,2.18,1.25
36870,35036870,20504,FRANCA,ANGELO GOSUEN PROF                                          ,FRANCA,AF,2.73,2.39,2.19,3.22,3.24,3.33,3.5
900151,35900151,10402,GUARULHOS SUL,MARIA APARECIDA RODRIGUES PROFESSORA                        ,GUARULHOS,AF,2.32,1.77,2.61,2.94,2.66,2.99,3.29
918052,35918052,21101,MIRACATU,BAIRRO PE DA SERRA                                          ,IGUAPE,AF,3.36,1.77,2.07,3.29,3.94,2.43,2.12
34216,35034216,21004,OURINHOS,VIRGINIA RAMALHO                                            ,OURINHOS,AF,3.34,3.8,2.91,3.35,4.01,3.54,3.62
46760,35046760,20102,SANTOS,ZULMIRA CAMPOS PROFESSORA                                   ,SANTOS,AF,1.41,1.99,2.2,2.48,3.04,2.46,2.7
906566,35906566,10314,SUL 2,OSCAR PEREIRA MACHADO                                       ,SAO PAULO,AF,1.92,1.91,2.33,2.46,2.94,2.58,2.62
566780,35566780,20507,RIBEIRAO PRETO,JARDIM DR PAULO GOMES ROMEO                                 ,RIBEIRAO PRETO,AF,,,,,1.56,2,1.71
43254,35043254,21003,MARILIA,JOSE ALFREDO DE ALMEIDA                                     ,MARILIA,AF,2.48,2.32,2.15,2.34,,1.56,2.63
921497,35921497,10503,ITAQUAQUECETUBA,DULCE MARIA SAMPAIO PROFESSORA                              ,ITAQUAQUECETUBA,AF,1.83,1.72,1.24,1.61,2.39,2.02,1.99
61585,35061585,10501,MOGI DAS CRUZES,ANGELICA DE JESUS FERREIRA                                  ,BIRITIBA-MIRIM,AF,2.22,2.08,1.82,1.94,2.22,1.97,2.93
45697,35045697,20404,CAMPINAS OESTE,PAULO MANGABEIRA ALBERNAZ PROF DOUTOR                       ,CAMPINAS,AF,2.81,2.71,3.17,3.1,3.5,3.83,4.25
902287,35902287,10318,SUL 3,IRMA CHARLITA                                               ,SAO PAULO,AF,1.87,3.11,2.08,2.45,2.96,2.95,3.11
444388,35444388,10706,TABOAO DA SERRA,MARLENE APARECIDA MAIA OLBERG PROFESSORA                    ,EMBU,AF,1.96,2.13,2.38,2.12,3.43,2.89,3.36
902385,35902385,10401,CAIEIRAS,MARIA ZEZA GOMES DE OLIVEIRA                                ,MAIRIPORA,AF,1.84,2.51,2.09,2.2,2.82,2.72,3.47
43862,35043862,10701,CARAPICUIBA,REPUBLICA DA COSTA RICA                                     ,COTIA,AF,2.03,2.06,2.53,2.53,3.16,2.38,2.42
3554,35003554,10102,CENTRO,MAURO DE OLIVEIRA PROFESSOR                                 ,SAO PAULO,EM,2.25,1.69,2.95,,3.38,3.92,2.75
48859,35048859,10403,GUARULHOS NORTE,VALDERICE THEREZINHA DA MOTTA CAMPOS MARCHINI PROFESSORA    ,GUARULHOS,AF,1.41,2.05,1.95,2.01,3.09,2.29,2.25
269359,35269359,10101,NORTE 1,MARIA HELENA GONCALVES DE ARRUDA PROFESSORA                 ,SAO PAULO,AF,1.47,1.83,1.83,1.57,2,1.53,2.22
7638,35007638,10602,MAUA,RUTH NEVES SANT ANNA PROFESSORA                             ,RIBEIRAO PIRES,EM,2.75,2.71,2.53,2.74,3.33,3.14,3.06
269396,35269396,10401,CAIEIRAS,IVONE DOS ANJOS DA SILVA CAMPOS PROFA                       ,FRANCO DA ROCHA,AF,2.22,1.64,1.86,1.85,2.57,2.78,2.97
907169,35907169,20710,SAO JOSE DO RIO PRETO,MARIA DE LOURDES MURAD DE CAMARGO PROFESSORA                ,SAO JOSE DO RIO PRETO,AF,2.91,2.88,2.74,2.75,2.92,3.19,3.29
909221,35909221,10701,CARAPICUIBA,MARIA DE LOURDES TEIXEIRA                                   ,CARAPICUIBA,AF,2.02,1.95,1.96,2.01,2.17,2.5,2.81
46127,35046127,20103,SAO VICENTE,JULIO SECCO DE CARVALHO                                     ,PRAIA GRANDE,AF,3.1,3.01,2.87,1.66,2.9,3.23,4.43
40745,35040745,10702,ITAPECERICA DA SERRA,EDUARDO ROBERTO DAHER                                       ,ITAPECERICA DA SERRA,AF,2.97,3.17,2.55,2.26,2.87,2.77,3.53
48203,35048203,20301,APIAI,CACILDA LAGES PEREIRA CAVANI PROFA                          ,ITAOCA,AF,1.91,2.4,1.83,2,5.31,4.29,4.54
37497,35037497,10403,GUARULHOS NORTE,BENEDITA DE OLIVEIRA ALE PROFESSORA                         ,GUARULHOS,AF,2.3,2.44,2.77,3.39,3.33,3.15,3.98
37230,35037230,20208,CARAGUATATUBA,JOSEPHA DE SANT ANNA NEVES PROFESSORA                       ,SAO SEBASTIAO,AF,1.92,2.01,1.67,,,,
48379,35048379,20511,TAQUARITINGA,CARMELA MORANO PREVIDELLI PROFA                             ,TAQUARITINGA,AF,3.73,3.43,4.65,5.67,4.84,5.84,5.74
31800,35031800,20904,PRESIDENTE PRUDENTE,ANNA ANTONIO PROFESSORA                                     ,PRESIDENTE PRUDENTE,AF,2.47,1.77,1.62,1.9,2.76,1.86,2.59
561411,35561411,20404,CAMPINAS OESTE,JARDIM MARISA                                               ,CAMPINAS,AF,,,,,2.37,1.79,1.89
907327,35907327,20403,BRAGANCA PAULISTA,MARCOS ANTONIO DA SILVA GUIMARAES PROFESSOR                 ,BRAGANCA PAULISTA,AF,2.18,1.93,2.04,1.53,2.68,2.29,3.54
35212,35035212,21102,REGISTRO,MARIA DAS DORES VIANA PEREIRA PROFESSORA                    ,ELDORADO,AF,2.61,2.85,2.32,2.85,2.42,4.14,2.99
406004,35406004,20506,JABOTICABAL,BAIRRO CRUZEIRO                                             ,MONTE AZUL PAULISTA,AF,2.09,3.59,3.48,2.83,3.65,3.24,2.77
907534,35907534,20401,AMERICANA,ODAIR DE OLIVEIRA SEGAMARCHI PROFA                          ,SANTA BARBARA D'OESTE,AF,2.28,1.3,2.28,2.33,2.71,3.1,3.06
735,35000735,10104,NORTE 2,PAUL HUGON PROF                                             ,SAO PAULO,EM,2.05,2.17,1.27,1.77,1.68,2.68,2.07
191516,35191516,20302,AVARE,JARDIM PRIMAVERA                                            ,CERQUEIRA CESAR,AF,2.68,2.02,2.46,1.89,3.17,2.47,2.61
923229,35923229,10602,MAUA,JARDIM ORATORIO                                             ,MAUA,AF,1.88,1.47,1.42,1.69,1.99,1.97,2.41
907236,35907236,20802,ARACATUBA,MARIA DO CARMO LELIS PROFA                                  ,ARACATUBA,AF,2.22,2.84,2.39,2.1,2.1,1.2,2.77
41385,35041385,10703,ITAPEVI,MOACIR THOMAZ DA SILVA                                      ,JANDIRA,AF,2.16,2.23,2.2,2.16,2.6,2.1,2.33
38878,35038878,20301,APIAI,JOAO PEDRO DO NASCIMENTO PROF                               ,APIAI,AF,1.9,2.77,2.46,2.11,3.99,3.6,3.77
496534,35496534,20504,FRANCA,ASSUERO QUADRI PRESTES DR PROFESSOR                         ,FRANCA,AF,,,,,2.05,2.27,2.7
49657,35049657,20601,BAURU,JOAO MARINGONI                                              ,BAURU,AF,2.51,2.23,2.61,2.02,2.54,2.15,1.73
34373,35034373,20311,PIRAJU,MARCOS RIBEIRO CORONEL                                      ,FARTURA,AF,3.99,4.44,5.37,4.09,4.92,4.92,5.21
40824,35040824,20102,SANTOS,IGNACIO MIGUEL ESTEFNO                                      ,GUARUJA,AF,1.85,1.44,1.85,1.53,2.23,2.07,2.91
47958,35047958,20205,SAO JOSE DOS CAMPOS,AYR PICANCO BARBOSA DE ALMEIDA PROFESSORA                   ,SAO JOSE DOS CAMPOS,AF,4.3,4.17,4.32,4.03,4.65,4.86,4.18
904624,35904624,10207,LESTE 1,NILDO DO AMARAL JUNIOR PADRE                                ,SAO PAULO,AF,2.17,2.19,1.7,2.41,2.43,2.05,2.36
42250,35042250,20204,PINDAMONHANGABA,JOSE PINTO MARCONDES PESTANA PROFESSOR                      ,PINDAMONHANGABA,AF,3.28,3.25,2.76,3.26,,,
906694,35906694,10701,CARAPICUIBA,ANA RODRIGUES DE LISO                                       ,CARAPICUIBA,AF,2.59,2.72,2.5,2.44,3.05,2.77,3.03
37837,35037837,20205,SAO JOSE DOS CAMPOS,LOURDES MARIA DE CAMARGO PROFESSORA                         ,SAO JOSE DOS CAMPOS,AF,2.24,2.14,2.26,2.14,2.87,2.6,2.4
37291,35037291,10602,MAUA,ARIOVALDO PUPO AMORIM PROFESSOR                             ,MAUA,AF,2.95,2.71,2.68,3,3.03,3.11,3.65
907030,35907030,10503,ITAQUAQUECETUBA,AMERICO FRANCO                                              ,POA,AF,1.96,1.85,1.92,2.39,1.95,1.84,2.03
49980,35049980,20504,FRANCA,JULIO CESAR D ELIA PROF                                     ,FRANCA,AF,3.06,3.18,3.9,3.58,3.36,3.38,2.91
290543,35290543,10101,NORTE 1,OSCAR DIAS CORREIA MINISTRO                                 ,SAO PAULO,AF,,,,,2.59,2.6,2.69
915026,35915026,20205,SAO JOSE DOS CAMPOS,JOAO MOROTTI FILHO                                          ,SAO JOSE DOS CAMPOS,AF,2.72,2.05,1.78,3.03,2.26,2.73,3.1
924246,35924246,10207,LESTE 1,REPUBLICA DO HAITI                                          ,SAO PAULO,AF,3.13,2.82,2.86,2.69,3.34,2.99,3.14
900035,35900035,21101,MIRACATU,DOMINGOS BAUER LEITE POETA                                  ,MIRACATU,AF,2.13,2.49,2.32,2.4,3.15,2.91,2.68
38908,35038908,20302,AVARE,MARIA IZABEL CRUZ PIMENTEL DONA                             ,AVARE,AF,2.46,2.5,1.95,2.5,2.74,2.58,3.76
907340,35907340,20403,BRAGANCA PAULISTA,JOSE NANTALA BADUE PROFESSOR                                ,BRAGANCA PAULISTA,AF,2.69,2.73,2.75,2.86,3.24,3.31,3.61
37503,35037503,10403,GUARULHOS NORTE,FLAVIO XAVIER ARANTES PROFESSOR                             ,GUARULHOS,AF,2.41,2.21,2.15,1.93,2.82,2.69,2.9
437050,35437050,10317,SUL 1,ROSA INES BORNIA MOREIRA PROFESSORA                         ,SAO PAULO,AF,1.89,1.35,1.72,1.82,2.1,1.78,2.47
38076,35038076,21004,OURINHOS,TEREZINHA MARIANO MAGNANI PROFESSORA                        ,ESPIRITO SANTO DO TURVO,AF,2.4,2.09,3.5,2.85,3.22,2.95,3.29
900187,35900187,20403,BRAGANCA PAULISTA,MATHILDE TEIXEIRA DE MORAES PROFESSORA                      ,BRAGANCA PAULISTA,AF,2.75,3.12,2.33,2.46,3.02,3.13,2.68
919986,35919986,20103,SAO VICENTE,JOSE ANTONIO DE AFFONSECA ROGE FERREIRA                     ,ITANHAEM,AF,2.23,1.79,1.07,1.93,2.1,2.13,1.99
38064,35038064,20601,BAURU,RUBENS PIETRAROIA                                           ,LENCOIS PAULISTA,AF,3.27,2.95,2.7,1.04,3.07,2.67,2.63
48604,35048604,10104,NORTE 2,PAULO LEIVAS MACALAO PASTOR                                 ,SAO PAULO,AF,1.84,1.24,1.48,1.38,1.55,1.95,3.37
906840,35906840,20311,PIRAJU,ISABEL CRISTINA FAVARO PALMA PROFESSORA                     ,TEJUPA,AF,3.39,2.97,2.7,3.36,3.64,3.09,3.19
579269,35579269,20409,MOGI MIRIM,JARDIM PLANALTO,MOGI MIRIM,AF,,,,,,,2
44386,35044386,10314,SUL 2,DAVID NASSER JORNALISTA                                     ,SAO PAULO,AF,1.57,2.02,1.47,1.81,2.64,2.55,3.71
923254,35923254,10101,NORTE 1,JAIR TOLEDO XAVIER PROFESSOR                                ,SAO PAULO,AF,2.79,1.86,2.21,2.39,2.5,2.66,2.69
479329,35479329,20604,LINS,JARDIM DOM BOSCO                                            ,GUAICARA,AF,,,1.89,2.74,2.83,3.23,3.09
46292,35046292,10210,LESTE 2,FRANCISCO PEREIRA DE SOUZA FILHO PROF                       ,SAO PAULO,AF,2.18,2.29,1.98,2.63,2.22,2.24,2.92
902743,35902743,20207,JACAREI,EMILIA LEITE MARTINS                                        ,GUARAREMA,AF,2.77,2.75,2.1,2.67,3.1,2.75,2.55
461325,35461325,10314,SUL 2,JARDIM IPE                                                  ,SAO PAULO,AF,,,,,2.41,,
903693,35903693,21003,MARILIA,BENITO MARTINELLI PROF                                      ,MARILIA,AF,3.64,3.44,2.93,3.17,3.4,2.91,2.78
43886,35043886,10703,ITAPEVI,JOSE THEOTONIO DOS SANTOS PROFESSOR                         ,ITAPEVI,AF,2.72,2.79,2.3,2.68,2.5,2.68,3.56
3724,35003724,10316,CENTRO SUL,ROLDAO LOPES DE BARROS PROFESSOR                            ,SAO PAULO,EM,1.83,1.93,1.76,1.79,2.72,2.31,2.56
49955,35049955,20410,PIRACICABA,FRANCISCO MARIANO DA COSTA PROFESSOR                        ,PIRACICABA,AF,2.87,2.8,2.15,2.04,5.24,4.11,3.99
352603,35352603,10502,SUZANO,GILBERTO DE CARVALHO PROFESSOR                              ,SUZANO,AF,2.33,2.17,2.06,3.14,,2.66,3.13
8382,35008382,10603,SANTO ANDRE,JOSE CALVITTI FILHO PROFESSOR                               ,SANTO ANDRE,EM,2.06,3,2.48,2.52,2.38,3.14,3.37
297392,35297392,20413,SAO JOAO DA BOA VISTA,FAZENDA CACHOEIRA                                           ,SAO SEBASTIAO DA GRAMA,AF,3.25,3.05,3.03,2.88,3.02,2.8,3.74
908848,35908848,10318,SUL 3,JOSE DUARTE JUNIOR PROFESSOR                                ,SAO PAULO,AF,,,,2.47,2.91,2.65,3.45
911860,35911860,20909,MIRANTE DO PARANAPANEMA,RIBEIRINHOS                                                 ,ROSANA,AF,2.75,2.96,2.87,2.27,2.47,2.54,3.72
46930,35046930,20306,ITU,JOSEANO COSTA PINTO PROF                                    ,SALTO,AF,2.61,2.82,3.32,2.62,3.24,3.5,3.74
40757,35040757,10702,ITAPECERICA DA SERRA,JOAQUIM FERNANDO PAES DE BARROS NETO                        ,ITAPECERICA DA SERRA,AF,2.3,1.84,2.01,2.38,2.43,1.87,2.64
48276,35048276,20415,SUMARE,MARISTELA CAROLINA MELLIN                                   ,HORTOLANDIA,AF,2.26,1.82,1.94,2.12,2.3,2.53,2.62
38684,35038684,10704,OSASCO,GASTAO RAMOS PROFESSOR                                      ,OSASCO,AF,2.89,2.16,2.38,2.18,3.29,3,2.59
37254,35037254,20103,SAO VICENTE,JOSE CARLOS BRAGA DE SOUZA DOUTOR                           ,ITANHAEM,AF,2.06,2.11,1.83,1.8,2.06,2.94,3.28
49220,35049220,20206,TAUBATE,ANTONIO DE MOURA ABUD DOUTOR                                ,TAUBATE,AF,,0.95,,,,,
31896,35031896,20904,PRESIDENTE PRUDENTE,FILOMENA SCATENA CHRISTOFANO                                ,ALFREDO MARCONDES,AF,3.52,3.16,3.22,3.25,3.66,3.09,3.23
900023,35900023,20602,JAU,ALVARO FRAGA MOREIRA                                        ,JAU,AF,2.95,2.61,2.36,2.9,2.56,2.84,3.17
912347,35912347,10503,ITAQUAQUECETUBA,ROSARIA ISOLINA DE MORAES DONA                              ,ITAQUAQUECETUBA,AF,2.04,2.44,2.54,2.43,2.63,3.33,3.28
35282,35035282,21102,REGISTRO,ARMANDO DE SALLES OLIVEIRA GOVERNADOR                       ,SETE BARRAS,AF,3.65,2.8,4.26,3.57,4.84,3.2,3.46
477321,35477321,10706,TABOAO DA SERRA,JARDIM SAO LUIZ II                                          ,EMBU DAS ARTES,AF,,,0.9,1.02,2.63,2.56,2.6
908332,35908332,20310,VOTORANTIM,ALICE ROLIM DE MOURA HOLTZ PROFESSORA                       ,VOTORANTIM,AF,2.76,2.33,2.15,2.21,2.91,2.45,2.92
796,35000796,10205,LESTE 5,HEROIS DA FEB                                               ,SAO PAULO,EM,1.26,1.16,1.64,1.08,1.57,1.54,2.06
349124,35349124,20407,JUNDIAI,BAIRRO FAZENDA GRANDE                                       ,JUNDIAI,AF,3.14,3.24,2.77,3.48,3.69,3.34,3.61
923291,35923291,10502,SUZANO,CONJUNTO HABITACIONAL PARQUE DOURADO II                     ,FERRAZ DE VASCONCELOS,AF,1.6,1.59,1.48,2.21,1.73,1.98,2.21
909117,35909117,10211,LESTE 3,ISAAC SCHRAIBER PROFESSOR                                   ,SAO PAULO,AF,2.64,2.35,2.72,2.44,2.81,2.33,2.47
42286,35042286,20207,JACAREI,ADHERBAL DE CASTRO PROF                                     ,JACAREI,AF,2.67,2.12,2.44,3.18,3.37,3.14,2.98
39913,35039913,20415,SUMARE,JOSE NARCISO VIEIRA EHRENBERG PADRE                         ,PAULINIA,AF,2.55,3.25,2.72,2.83,3.46,2.84,3.43
498452,35498452,20403,BRAGANCA PAULISTA,JARDIM IMPERIAL                                             ,ATIBAIA,AF,,,,,3.1,2.48,2.74
49803,35049803,21102,REGISTRO,BAIRRO BARRA DO AZEITE                                      ,CAJATI,AF,2.67,2.2,3.52,2.98,3.37,2.46,3.29
35981,35035981,20415,SUMARE,EUCLIDES MIRANDA VEREADOR                                   ,SUMARE,AF,2.87,2.88,2.12,2.35,3.64,,
41270,35041270,10606,SAO BERNARDO DO CAMPO,JULIETA VIANNA SIMOES DE SANT ANNA PROFESSORA               ,SAO BERNARDO DO CAMPO,AF,2.44,2.1,3.28,3.19,3.63,3.23,3.59
48124,35048124,10701,CARAPICUIBA,REPUBLICA DO PERU                                           ,COTIA,AF,1.46,1.58,1.52,1.83,2.39,2.34,2.43
906414,35906414,20307,SAO ROQUE,JARDIM SAO LUCAS                                            ,VARGEM GRANDE PAULISTA,AF,2.34,2.13,2.32,3.1,2.97,2.46,2.4
42559,35042559,20415,SUMARE,VITO CARMINE CERBASI PROFESSOR                              ,SUMARE,AF,4.05,3.88,4.01,4.03,4.57,3.79,3.99
913571,35913571,20301,APIAI,PAULINA DE MORAIS PROFA                                     ,RIBEIRAO BRANCO,AF,2.68,2.27,2.82,2.61,3.33,2.8,4.03
37965,35037965,20417,CAMPINAS LESTE,MARIO NATIVIDADE DOUTOR                                     ,CAMPINAS,AF,1.76,2.29,2.03,1.91,2.52,2.38,3.55
37382,35037382,10104,NORTE 2,ELZA SARAIVA MONTEIRO PROFA                                 ,SAO PAULO,AF,2.22,1.47,1.9,1.91,2.62,2.28,2.8
909191,35909191,10210,LESTE 2,AURELIO BUARQUE DE HOLANDA FERREIRA PROF                    ,SAO PAULO,AF,2.11,1.5,1.31,1.88,2.5,2.03,3.16
191279,35191279,10706,TABOAO DA SERRA,NELSON ANTONIO DO NASCIMENTO JUNIOR PROFESSOR               ,EMBU,AF,2.38,2.57,2.35,2.61,3.28,3.13,2.89
435442,35435442,20401,AMERICANA,MARIA FRIZZARIN PROFA                                       ,AMERICANA,AF,3.18,3.14,2.71,3.99,4.38,2.94,5.17
918015,35918015,20909,MIRANTE DO PARANAPANEMA,MARIA ANTONIA ZANGARINI FERREIRA PROFESSORA                 ,EUCLIDES DA CUNHA PAULISTA,AF,3.53,3.95,1.65,4.09,4.68,4.22,4.91
925482,35925482,10401,CAIEIRAS,ZILTON BICUDO PROF                                          ,FRANCO DA ROCHA,AF,1.82,2.09,1.82,2.19,1.94,2.12,2.35
901027,35901027,20602,JAU,BENEDITO DOS SANTOS GUERREIRO                               ,DOIS CORREGOS,AF,3.57,3.22,2.91,5.09,3.77,3.28,2.5
38945,35038945,20306,ITU,BENEDITO LAZARO DE CAMPOS DR                                ,ITU,AF,2.26,2.16,2.34,2.43,3.12,2.54,2.65
908861,35908861,10403,GUARULHOS NORTE,JOSE STOROPOLI DEPUTADO                                     ,GUARULHOS,AF,3.02,3.01,2.86,3.42,3.35,3.65,3.92
41661,35041661,20408,LIMEIRA,NELSON STROILI PROFESSOR                                    ,RIO CLARO,AF,2.13,2.27,2.07,1.9,2.42,3.07,3
446048,35446048,20410,PIRACICABA,EDUARDO MILAD KOAIK DOM                                     ,PIRACICABA,AF,2.79,1.71,1.88,2.46,2.67,3.08,4.01
38261,35038261,10318,SUL 3,ADRIAO BERNARDES PROF                                       ,SAO PAULO,AF,1.77,2.02,1.66,1.81,2.29,2.29,2.21
906141,35906141,10104,NORTE 2,ASSIS JOSE AMBROSIO                                         ,SAO PAULO,AF,1.85,1.59,0.93,1.63,1.91,1.61,1.91
922511,35922511,20506,JABOTICABAL,AURORA FERRAZ VIANNA DOS SANTOS PROFESSORA DONA             ,JABOTICABAL,AF,2.23,1.97,2.14,1.95,2.81,2.43,2.52
39202,35039202,20409,MOGI MIRIM,ZENAIDE FRANCO DE FARIA MELLO PROFA                         ,MOGI-GUACU,AF,2.92,2.84,2.48,1.38,3.9,2.8,3.28
